hotelId,hotelName,hotelAddress,city,postalCode,addressRegion,country,hotelRating,reviewCount,latitude,longitude,hotelUrl,description,roomName,maxOccupancyText,maxOccupancy,bedTypes,roomHighlights,includedFacilities,priceCurrent,pricePerNight,priceOriginal,currency,priceText,cancellationPolicy,mealPlan,scrapedAt
fletcher-restaurants-hertogenbosch,Fletcher Hotel-Restaurant ‘s-Hertogenbosch,"Burg. Burgerslaan 50, 5245 NH Den Bosch, Netherlands",Burg. Burgerslaan 50,5245 NH,Noord-Brabant,Netherlands,7.5,2015,51.7200365,5.3347796,https://www.booking.com/hotel/nl/fletcher-restaurants-hertogenbosch.html,"Renovated in May 2015, Fletcher Hotel-Restaurant 's Hertogenbosch is located along the Rosmalense Plas, only a 10 minute drive from the city center of Den...",Triple Room with Bath,Max. people: 3,3,1 twin bed and; 1 king bed,25 m²; Air conditioning; Attached bathroom; Flat-screen TV; Coffee machine; Free Wifi; Free toiletries; Safe; Toilet; Bathtub or shower; Hardwood or parquet floors; Towels; Hypoallergenic; Desk; Sitting area; Private entrance; TV; Telephone; Ironing facilities; Tea/Coffee maker; Heating; Hairdryer; Fan; Extra long beds (> 6.5 ft); Wake-up service/Alarm clock; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Drying rack for clothing; Toilet paper,Free toiletries; Safe; Toilet; Bathtub or shower; Hardwood or parquet floors; Towels; Hypoallergenic; Desk; Sitting area; Private entrance; TV; Telephone; Ironing facilities; Tea/Coffee maker; Heating; Hairdryer; Fan; Extra long beds (> 6.5 ft); Wake-up service/Alarm clock; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Drying rack for clothing; Toilet paper,552,121.5,608,EUR,"€ 608 € 552 Original price € 608 Current price € 552 € 121.50 × 5 nights € 607.50 Genius Discount - € 55.80 You’re getting a reduced rate because you’re a Genius member. Total € 551.70 Includes taxes and fees 9% off 9% off You’re getting a reduced rate because this property is offering a discount. Genius rewards You're getting a discount with Genius, Booking.com's loyalty program.",,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Extra Small Double Room,Max. people: 2,2,1 queen bed,1 room; Inner courtyard view; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Shower; Safe; Streaming service (like Netflix); Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Shower; Safe; Streaming service (like Netflix); Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,679,679,,EUR,€ 679 Price € 679 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Double Room,Max. people: 2,2,1 queen bed,1 room; 23 m²; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Shower; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Interconnecting room(s) available; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper; Entire unit wheelchair accessible,Free toiletries; Shower; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Interconnecting room(s) available; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper; Entire unit wheelchair accessible,699,699,,EUR,€ 699 Price € 699 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Small Double Room,Max. people: 2,2,1 full bed,1 room; 17 m²; Inner courtyard view; Bathtub; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,699,699,,EUR,€ 699 Price € 699 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Twin Room,Max. people: 2,2,2 twin beds,1 room; 23 m²; Inner courtyard view; Bathtub; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Interconnecting room(s) available; Heating; Hairdryer; Extra long beds (> 6.5 ft); Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Interconnecting room(s) available; Heating; Hairdryer; Extra long beds (> 6.5 ft); Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,729,729,,EUR,€ 729 Price € 729 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Double Room with City View,Max. people: 2,2,2 twin beds,1 room; 27 m²; City view; Bathtub; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,759,759,,EUR,€ 759 Price € 759 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Deluxe Triple Room,Max. people: 2,2,3 twin beds,1 room; 23 m²; Inner courtyard view; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Shower; Safe; Streaming service (like Netflix); Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Fold-up bed; Toilet paper,Free toiletries; Shower; Safe; Streaming service (like Netflix); Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Fold-up bed; Toilet paper,759,759,,EUR,€ 759 Price € 759 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Junior Suite,Max. people: 2,2,,Private suite; 62 m²; City view; Bathtub; Air conditioning; Spa tub; Attached bathroom; Flat-screen TV; Coffee machine; Free Wifi; Free toiletries; Bathrobe; Safe; Bidet; Toilet; Sofa; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Guest bathroom; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper; Sofa bed,Free toiletries; Bathrobe; Safe; Bidet; Toilet; Sofa; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Guest bathroom; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper; Sofa bed,1.183,1.183,,EUR,"€ 1,183 Price € 1,183 Includes taxes and fees",,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Superior Suite,Max. people: 2,2,,Private suite; 62 m²; Inner courtyard view; Bathtub; Air conditioning; Spa tub; Attached bathroom; Flat-screen TV; Coffee machine; Free Wifi; Free toiletries; Bathrobe; Safe; Bidet; Toilet; Sofa; Fireplace; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Guest bathroom; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Bathrobe; Safe; Bidet; Toilet; Sofa; Fireplace; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Guest bathroom; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Wardrobe or closet; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper,1.679,1.679,,EUR,"€ 1,679 Price € 1,679 Includes taxes and fees",,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Penthouse Apartment,Max. people: 2,2,,Entire apartment; 150 m²; Private kitchen; Attached bathroom; Balcony; City view; Bathtub; Air conditioning; Spa tub; Dishwasher; Flat-screen TV; Terrace; Coffee machine; Sauna; Free Wifi; Free toiletries; Shower; Bathrobe; Kitchen; Safe; Bidet; Streaming service (like Netflix); Toilet; Sofa; Fireplace; Towels; Linens; Socket near the bed; Hypoallergenic; Tile/Marble floor; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Microwave; Heating; Hairdryer; Kitchenware; Guest bathroom; Extra long beds (> 6.5 ft); Electric kettle; Outdoor furniture; Outdoor dining area; Cable channels; Wake-up service; Wardrobe or closet; Oven; Stovetop; Toaster; iPad; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Shower; Bathrobe; Kitchen; Safe; Bidet; Streaming service (like Netflix); Toilet; Sofa; Fireplace; Towels; Linens; Socket near the bed; Hypoallergenic; Tile/Marble floor; Desk; Sitting area; TV; Slippers; Refrigerator; Telephone; Ironing facilities; Satellite channels; Tea/Coffee maker; Iron; Radio; Microwave; Heating; Hairdryer; Kitchenware; Guest bathroom; Extra long beds (> 6.5 ft); Electric kettle; Outdoor furniture; Outdoor dining area; Cable channels; Wake-up service; Wardrobe or closet; Oven; Stovetop; Toaster; iPad; Dining area; Dining table; Upper floors accessible by elevator; Clothes rack; Toilet paper,2.999,2.999,,EUR,"€ 2,999 Price € 2,999 Includes taxes and fees",,,2025-12-16T13:30:10.447Z
gtcentral,Golden Tulip Hotel Central,"Burgemeester Loeffplein 98, 5211 RX Den Bosch, Netherlands",Burgemeester Loeffplein 98,5211 RX,Noord-Brabant,Netherlands,8.4,3064,51.6897729,5.3044599,https://www.booking.com/hotel/nl/gtcentral.html,"The 4-star Golden Tulip Hotel Central is located in the heart of 's-Hertogenbosch, overlooking the medieval market square.",Single Room,Max. people: 1,1,1 twin bed,1 room; 18 m²; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Shower; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,Free toiletries; Shower; Safe; Toilet; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Slippers; Refrigerator; Telephone; Satellite channels; Tea/Coffee maker; Iron; Radio; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wake-up service; Laptop safe; Wardrobe or closet; Upper floors accessible by elevator; Clothes rack; Toilet paper,646,646,,EUR,€ 646 Price € 646 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Comfort King Room,Max. people: 2,2,1 queen bed,1 room; 20 m²; City view; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,644,142.02,710,EUR,"€ 710 € 644 Original price € 710 Current price € 644 € 142.02 × 5 nights € 710.10 Genius Discount - € 66.06 You’re getting a reduced rate because you’re a Genius member. Total € 644.04 Includes taxes and fees 9% off 9% off You’re getting a reduced rate because this property is offering a discount. Genius rewards You're getting a discount with Genius, Booking.com's loyalty program.",,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Small Deluxe Queen Room,Max. people: 2,2,1 queen bed,1 room; 18 m²; City view; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,733,733,,EUR,€ 733 Price € 733 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Deluxe King Room,Max. people: 2,2,1 king bed,1 room; 26 m²; City view; Air conditioning; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,778,778,,EUR,€ 778 Price € 778 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Ambassador Suite,Max. people: 2,2,1 king bed,1 room; 22 m²; City view; Air conditioning; Attached bathroom; Flat-screen TV; Coffee machine; Minibar; Free Wifi; Free toiletries; Safe; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Safe; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,935,935,,EUR,€ 935 Price € 935 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Executive King Suite,Max. people: 2,2,1 king bed,Private suite; 30 m²; City view; Air conditioning; Attached bathroom; Flat-screen TV; Coffee machine; Minibar; Free Wifi; Free toiletries; Safe; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Alarm clock; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Safe; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Alarm clock; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,1.093,1.093,,EUR,"€ 1,093 Price € 1,093 Includes taxes and fees",,,2025-12-16T13:30:10.447Z
eurohotel-den-bosch,Good Seasons Hotel Den Bosch,"Kerkstraat 56, 5211 KH Den Bosch, Netherlands",Kerkstraat 56,5211 KH,Noord-Brabant,Netherlands,8.4,3418,51.6879791,5.306792,https://www.booking.com/hotel/nl/eurohotel-den-bosch.html,"Good Seasons City Center Hotel Den Bosch is located in the city center of Den Bosch, at the foot (230 feet) of the medieval Sint Jan Cathedral.",Single Room,Max. people: 1,1,1 twin bed,1 room; City view; Attached bathroom; Flat-screen TV; Free Wifi; Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,Free toiletries; Toilet; Bathtub or shower; Towels; Linens; Socket near the bed; Hypoallergenic; Desk; TV; Telephone; Satellite channels; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Cable channels; Wardrobe or closet; Upper floors accessible by elevator; Upper floors accessible by stairs only; Clothes rack; Drying rack for clothing; Toilet paper; Board games/puzzles; Entire unit wheelchair accessible; Hearing accessible,640,640,,EUR,€ 640 Price € 640 Includes taxes and fees,,,2025-12-16T13:30:10.447Z
t-keershuys,Hotel 't Keershuys,"Lepelstraat 45, 5211 DP Den Bosch, Netherlands",Lepelstraat 45,5211 DP,Noord-Brabant,Netherlands,8.9,1122,51.6897629,5.2996657,https://www.booking.com/hotel/nl/t-keershuys.html,"Hotel 't Keershuys is located in Den Bosch, only 1640 ft from the train station. It offers nonsmoking rooms with free WiFi.",Royal Suite,Max. people: 2,2,,50 m²; City view; Air conditioning; Private bathroom; Flat-screen TV; Coffee machine; Minibar; Free Wifi; Free toiletries; Bathrobe; Safe; Streaming service (like Netflix); Toilet; Bathtub or shower; Towels; Socket near the bed; Desk; Sitting area; TV; Refrigerator; Telephone; Ironing facilities; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Wardrobe or closet; Clothes rack; Toilet paper; Single-room AC for guest accommodation,Free toiletries; Bathrobe; Safe; Streaming service (like Netflix); Toilet; Bathtub or shower; Towels; Socket near the bed; Desk; Sitting area; TV; Refrigerator; Telephone; Ironing facilities; Tea/Coffee maker; Iron; Heating; Hairdryer; Extra long beds (> 6.5 ft); Carpeted; Electric kettle; Wardrobe or closet; Clothes rack; Toilet paper; Single-room AC for guest accommodation,1.097,1.097,,EUR,"€ 1,097 Price € 1,097 Includes taxes and fees",,,2025-12-16T13:30:10.447Z
